1,1,1,In the beginning God created the heavens and the earth.
1,1,2,"The earth was formless and empty. Darkness was on the surface of the deep and God's Spirit was hovering over the surface of the waters."
1,1,3,God said, "Let there be light," and there was light.
1,1,4,"God saw the light, and saw that it was good. God divided the light from the darkness."
1,1,5,"God called the light 'day', and the darkness he called 'night'. There was evening and there was morning, the first day."
43,3,16,"For God so loved the world, that he gave his one and only Son, that whoever believes in him should not perish, but have eternal life."
40,5,3,Blessed are the poor in spirit, for theirs is the Kingdom of Heaven.
40,5,4,Blessed are those who mourn, for they shall be comforted.
40,5,5,Blessed are the gentle, for they shall inherit the earth.
66,22,20,He who testifies these things says, "Yes, I come quickly." Amen! Yes, come, Lord Jesus.
66,22,21,The grace of the Lord Jesus Christ be with all the saints. Amen.
