1,1,1,起初，神创造天地。
1,1,2,地是空虚混沌，渊面黑暗；神的灵运行在水面上。
1,1,3,神说，要有光，就有了光。
1,1,4,神看光是好的，就把光暗分开了。
1,1,5,神称光为昼，称暗为夜。有晚上，有早晨，这是头一日。
43,3,16,"神爱世人，甚至将他的独生子赐给他们，叫一切信他的，不至灭亡，反得永生。"
40,5,3,虚心的人有福了！因为天国是他们的。
40,5,4,哀恸的人有福了！因为他们必得安慰。
40,5,5,温柔的人有福了！因为他们必承受地土。
66,22,20,证明这事的说，是了，我必快来！阿们！主耶稣啊，我愿你来！
66,22,21,愿主耶稣的恩惠，常与众圣徒同在！阿们！
